property_type,sector_info,society,price,price_per_sqft,area,areaWithType,carpet_area,built_up_area,super_built_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,study room,store room,pooja room,others,servant room,furnishing_type,luxury_score
flat,sector 106,elan the presidential,3.9,15918.0,2450.06,Built Up area: 2450 (227.61 sq.m.),,2450.0,,3.0,3.0,0 ,20.0,,undefined,0,0,0,0,0,1,66
flat,sector 74,m3m skywalk,1.6,9512.0,1682.09,Super Built up area 1682(156.26 sq.m.)Carpet area: 1345 sq.ft. (124.95 sq.m.),1345.0,,1682.0,2.0,2.0,2 ,26.0,South,Relatively New,0,0,0,0,0,2,158
flat,sector 36,signature global park 4,0.82,7585.0,1081.08,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),650.0,,1081.0,3.0,2.0,2 ,2.0,,New Property,0,0,0,0,0,1,8
ind. house,sector 3,palam vihar extension west zone rwa,0.35,6481.0,540.0,Plot area 600(55.74 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),540.0,600.0,,2.0,2.0,0,1.0,North-East,New Property,0,0,0,0,0,1,0
flat,sector 81,dlf the ultima,3.45,12012.0,2872.13,Super Built up area 2872(266.82 sq.m.),,,2872.0,4.0,4.0,3+ ,10.0,East,New Property,0,0,0,0,1,0,165
flat,sector 37c,imperia the esfera,0.86,5449.0,1578.27,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),1310.0,,1578.0,2.0,3.0,3 ,9.0,South-East,Relatively New,1,0,0,1,0,1,49
flat,sector 37d,bptp terra,1.77,8078.0,2191.14,Super Built up area 2191(203.55 sq.m.)Carpet area: 1860 sq.ft. (172.8 sq.m.),1860.0,,2191.0,4.0,3.0,3 ,15.0,North,Relatively New,1,0,1,1,1,1,49
flat,sector 102,conscient heritage max,2.22,13875.0,1600.0,Super Built up area 2149(199.65 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1600.0,2000.0,2149.0,3.0,4.0,3+ ,15.0,East,Relatively New,1,0,0,0,1,1,82
flat,sector 67,m3m urbana,1.0,12106.0,826.04,Built Up area: 826 (76.74 sq.m.),,826.0,,1.0,1.0,1 ,17.0,South,Relatively New,0,0,0,0,0,1,49
flat,sector 35,ashiana anmol,0.9,7059.0,1274.97,Built Up area: 1275 (118.45 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),1039.0,1275.0,,2.0,2.0,2 ,8.0,,undefined,0,0,0,0,0,1,0
flat,sector 52,shree kirpalu gi sector 52,1.45,7631.0,1900.14,Super Built up area 1900(176.52 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),1700.0,1800.0,1900.0,3.0,3.0,3+ ,7.0,West,Relatively New,0,0,0,1,0,2,108
flat,sector 33,godrej nature plus,1.07,7725.0,1385.11,Super Built up area 1385(128.67 sq.m.),,,1385.0,2.0,2.0,2 ,14.0,North-East,Under construction,0,0,0,0,0,1,68
flat,sector 61,smart world orchard,1.6,13913.0,1150.0,Carpet area: 1150 (106.84 sq.m.),1150.0,,,2.0,2.0,2 ,3.0,,Under construction,1,0,0,0,0,1,37
flat,sector 92,sare crescent parc,0.9,4260.0,2112.68,Super Built up area 1995(185.34 sq.m.),,,1995.0,4.0,5.0,3+ ,3.0,,Relatively New,0,0,0,0,1,1,0
flat,sector 11,global hill view,0.32,4271.0,760.95,Built Up area: 761 (70.7 sq.m.),,761.0,,2.0,2.0,0 ,11.0,,undefined,0,0,0,0,0,1,0
flat,sector 1,hsiidc sidco aravali,0.9,3477.0,2588.44,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),,1900.0,2588.0,3.0,3.0,3 ,2.0,,old Property,0,0,0,0,1,0,21
ind. house,sector 3,,0.9,10000.0,900.0,Plot area 900(83.61 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.),,900.0,,3.0,4.0,3 ,3.0,,Moderately old,0,0,0,1,0,2,42
ind. house,sector 43,sushant lok 1 builder floors,10.85,28841.0,3762.0,Plot area 418(349.5 sq.m.),,3762.0,,8.0,8.0,3 ,3.0,West,Moderately old,1,1,1,0,1,0,160
ind. house,sector 104,hero homes,1.95,21195.0,920.0,Plot area 920(85.47 sq.m.),,920.0,,3.0,5.0,3+ ,2.0,,Moderately old,0,0,0,0,0,1,64
flat,sector 49,element one service,1.0,11765.0,849.98,Built Up area: 850 (78.97 sq.m.)Carpet area: 689 sq.ft. (64.01 sq.m.),689.0,850.0,,1.0,1.0,1 ,8.0,North-East,undefined,0,0,0,0,0,1,0
flat,sector 90,dlf regal gardens,1.17,6708.0,1744.19,Super Built up area 1744(162.02 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),1290.0,1630.0,1744.0,3.0,3.0,3 ,15.0,North,Relatively New,0,0,0,0,0,2,136
flat,sector 86,ansal heights 86,1.25,7396.0,1690.1,Super Built up area 1690(157.01 sq.m.),,,1690.0,3.0,2.0,1 ,11.0,,New Property,0,0,0,0,0,1,45
flat,sector 70,shree vardhman victoria,1.65,8461.0,1950.12,Super Built up area 1950(181.16 sq.m.),,,1950.0,3.0,4.0,3 ,12.0,North,Relatively New,0,1,0,0,1,1,56
flat,sector 108,sobha city,2.9,14478.0,2003.04,Super Built up area 2003(186.08 sq.m.),,,2003.0,3.0,4.0,2 ,11.0,North-East,Relatively New,0,0,0,0,0,1,108
ind. house,sector 3a,not applicable,0.8,54794.0,146.0,Plot area 146(13.56 sq.m.),,146.0,,5.0,4.0,3 ,3.0,,Under construction,0,0,0,0,0,1,0
flat,sector 53,tulip monsella,6.02,20816.0,2892.01,Built Up area: 2892 (268.68 sq.m.),,2892.0,,3.0,3.0,3 ,29.0,,Under construction,0,0,0,0,0,1,68
flat,sector 35,breez global heights,0.28,7142.0,399.05,Carpet area: 399 (37.07 sq.m.),399.0,,,1.0,1.0,1 ,4.0,,New Property,0,0,0,0,0,0,26
flat,sector 69,tulip violet,1.38,8972.0,1538.12,Carpet area: 1538 (142.88 sq.m.),1538.0,,,3.0,3.0,1 ,12.0,West,Relatively New,0,0,0,0,0,1,174
flat,sector 56,smriti apartment,0.52,10666.0,487.53,Super Built up area 525(48.77 sq.m.),,,525.0,1.0,1.0,1 ,1.0,,old Property,0,0,0,0,0,1,34
flat,sector 54,new sathi apartments,1.59,7066.0,2250.21,Built Up area: 2250 (209.03 sq.m.),,2250.0,,3.0,3.0,3+ ,3.0,North,Moderately old,1,0,0,0,0,2,127
flat,sector 71,chd avenue,1.2,7407.0,1620.09,Super Built up area 1620(150.5 sq.m.),,,1620.0,3.0,3.0,3 ,4.0,North,Relatively New,0,0,0,1,0,2,49
flat,sector 99,assotech blith,1.9,6702.0,2834.97,Built Up area: 2835 (263.38 sq.m.),,2835.0,,4.0,4.0,3+ ,2.0,North-East,undefined,0,0,0,0,0,1,51
flat,sector 53,parsvnath exotica,4.8,16580.0,2895.05,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2200.0,2500.0,2895.0,3.0,4.0,3+ ,8.0,North-East,Relatively New,0,0,1,1,1,2,174
flat,sector 108,raheja vedaanta,0.7,4666.0,1500.21,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),1150.0,1468.0,,2.0,2.0,1 ,10.0,West,Moderately old,0,0,0,0,0,1,0
ind. house,sector 35,sector 37,0.55,7290.0,754.0,Plot area 84(70.23 sq.m.)Built Up area: 83 sq.yards (69.4 sq.m.)Carpet area: 82 sq.yards (68.56 sq.m.),738.0,756.0,,2.0,1.0,1 ,1.0,East,New Property,0,1,0,0,0,1,90
flat,sector 86,dlf the skycourt,1.5,7894.0,1900.18,Super Built up area 1900(176.52 sq.m.),,,1900.0,3.0,3.0,1 ,16.0,East,Relatively New,0,0,0,1,0,1,49
flat,sector 35,breez global heights,0.21,5329.0,394.07,Carpet area: 394 (36.6 sq.m.),394.0,,,1.0,1.0,1 ,2.0,,Relatively New,0,0,0,0,0,1,21
flat,sector 37c,corona optus,1.25,7090.0,1763.05,Super Built up area 1763(163.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1234 sq.ft. (114.64 sq.m.),1234.0,1350.0,1763.0,3.0,3.0,3 ,4.0,North-West,Relatively New,0,0,0,1,0,1,49
flat,sector 84,pivotal devaan,0.35,6003.0,583.04,Super Built up area 583(54.16 sq.m.),,,583.0,2.0,2.0,1 ,4.0,East,Relatively New,0,0,0,0,0,1,37
flat,sector 79,mapsko mount ville,1.1,12732.0,863.96,Super Built up area 1490(138.43 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),864.0,,1490.0,3.0,3.0,3 ,22.0,South-West,Relatively New,1,0,1,0,0,2,135
flat,sector 79,godrej aria,0.95,6551.0,1450.16,Carpet area: 1450 (134.71 sq.m.),1450.0,,,2.0,2.0,3 ,5.0,East,Relatively New,0,0,0,0,0,2,174
flat,sector 50,unitech harmony,2.6,9590.0,2711.16,Super Built up area 2711(251.86 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2200.0,2700.0,2711.0,3.0,4.0,2 ,15.0,North-East,Relatively New,0,0,0,1,1,2,174
flat,sector 81,bestech park view grand spa,3.0,9419.0,3185.05,Super Built up area 3185(295.9 sq.m.),,,3185.0,4.0,5.0,2 ,6.0,South,Relatively New,0,0,0,0,1,2,110
flat,sector 103,indiabulls centrum park,1.35,7541.0,1790.21,Super Built up area 1790(166.3 sq.m.),,,1790.0,3.0,3.0,3+ ,3.0,North-East,Relatively New,1,0,0,0,0,2,168
ind. house,sector 57,,3.49,20197.0,1728.0,Plot area 192(160.54 sq.m.),,1728.0,,4.0,4.0,2 ,3.0,South-East,Moderately old,1,0,1,0,1,2,49
flat,sector 85,ss the leaf,2.3,8179.0,2812.08,Super Built up area 2812(261.24 sq.m.),,,2812.0,4.0,4.0,3+ ,8.0,South,Relatively New,0,0,0,0,1,1,21
flat,sector 33,jmd gardens,3.25,7510.0,4327.56,Carpet area: 4328 (402.08 sq.m.),4328.0,,,4.0,4.0,3+ ,17.0,South-East,old Property,0,0,0,0,1,2,130
ind. house,sector 39,,1.6,17937.0,892.0,Plot area 892(82.87 sq.m.),,892.0,,1.0,1.0,2 ,2.0,,old Property,0,0,0,0,0,1,40
ind. house,sector 29,,15.5,28233.0,5490.0,Plot area 610(510.04 sq.m.),,5490.0,,5.0,6.0,3 ,3.0,East,Moderately old,1,1,1,0,1,1,76
flat,sector 69,tulip violet,1.9,9452.0,2010.16,Super Built up area 2010(186.74 sq.m.),,,2010.0,4.0,4.0,2 ,1.0,South-West,Relatively New,0,0,0,0,0,1,49
flat,sector 2,bestech park view residency,0.56,8632.0,651.07,Carpet area: 651 (60.48 sq.m.),651.0,,,1.0,1.0,2 ,6.0,South,Moderately old,0,0,0,0,0,1,77
ind. house,sector 25,,9.0,28490.0,3159.0,Plot area 351(293.48 sq.m.),,3159.0,,10.0,10.0,3 ,3.0,East,old Property,0,0,1,0,0,2,64
ind. house,sector 28,suncity essel towers,8.95,17900.0,5000.0,Plot area 5000(464.52 sq.m.),,5000.0,,5.0,6.0,3+ ,4.0,,Moderately old,0,0,0,0,0,1,0
ind. house,sector 33,unitech uniworld resorts,8.0,17778.0,4500.0,Built Up area: 500 (418.06 sq.m.),,4500.0,,6.0,5.0,3+ ,4.0,,undefined,0,0,0,0,0,1,0
ind. house,sector 109,international city by sobha phase 1,6.0,9634.0,6228.0,Plot area 692(578.6 sq.m.),,6228.0,,4.0,5.0,3 ,2.0,North-East,Moderately old,0,0,0,0,0,1,76
flat,sector 85,ss the leaf,1.99,8659.0,2298.19,Super Built up area 2408(223.71 sq.m.)Built Up area: 2398 sq.ft. (222.78 sq.m.)Carpet area: 2298 sq.ft. (213.49 sq.m.),2298.0,2398.0,2408.0,3.0,4.0,3+ ,17.0,East,Relatively New,0,0,0,0,1,2,174
flat,sector 67,ireo victory valley,3.49,13000.0,2684.62,Carpet area: 2452 (227.8 sq.m.),2452.0,,,3.0,3.0,3 ,19.0,South-East,Relatively New,0,0,0,0,1,1,103
flat,sector 89,nbcc heights,1.5,7058.0,2125.25,Super Built up area 2125(197.42 sq.m.),,,2125.0,3.0,3.0,3 ,8.0,,Relatively New,1,0,0,0,1,1,105
ind. house,sector 25,nul,6.25,34722.0,1800.0,Plot area 200(167.23 sq.m.),,1800.0,,5.0,5.0,3 ,2.0,East,Moderately old,0,0,1,0,1,2,112
flat,sector 85,godrej air,1.35,13632.0,990.32,Carpet area: 92,22.0,,,2.0,2.0,3 ,19.0,,Under construction,0,0,0,0,0,1,44
flat,sector 37c,imperia the esfera,0.7,4879.0,1434.72,Super Built up area 1435(133.32 sq.m.),,,1435.0,2.0,3.0,3+ ,12.0,North,Under construction,1,0,0,1,0,1,58
ind. house,sector 36,,0.66,7168.0,921.0,Built Up area: 823 (76.46 sq.m.),,823.0,,2.0,2.0,3 ,4.0,,New Property,0,0,0,0,0,1,0
ind. house,sector 109,international city by sobha phase 1,6.75,10838.0,6228.0,Plot area 692(578.6 sq.m.),,6228.0,,4.0,4.0,3+ ,2.0,North-East,New Property,0,0,1,0,1,1,130
flat,sector 35,ashiana mulberry,0.95,6485.0,1464.92,Super Built up area 1465(136.1 sq.m.)Built Up area: 1175.97 sq.ft. (109.25 sq.m.)Carpet area: 834.96 sq.ft. (77.57 sq.m.),835.0,1176.0,1465.0,2.0,2.0,3+ ,3.0,,New Property,1,0,0,0,0,1,89
ind. house,sector 39,,1.7,17980.0,945.0,Plot area 900(83.61 sq.m.),,900.0,,2.0,2.0,3+ ,3.0,,Moderately old,0,1,0,0,1,1,45
flat,sector 113,smart world one dxp,3.45,13269.0,2600.05,Super Built up area 2600(241.55 sq.m.),,,2600.0,4.0,4.0,3 ,11.0,South-East,Under construction,1,0,0,0,1,2,156
flat,sector 69,tulip violet,1.85,9203.0,2010.21,Super Built up area 2010(186.74 sq.m.),,,2010.0,4.0,4.0,2 ,14.0,North-East,Relatively New,0,0,0,0,0,2,157
flat,sector 52,friends apartment,2.0,8510.0,2350.18,Super Built up area 2350(218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),1850.0,,2350.0,4.0,3.0,3 ,5.0,North,Moderately old,0,0,0,0,1,0,111
flat,sector 35,gls arawali homes,0.28,4307.0,650.1,Super Built up area 650(60.39 sq.m.),,,650.0,2.0,2.0,2 ,12.0,,New Property,0,0,0,0,0,1,0
flat,sector 35,mvn athens,0.25,5189.0,481.79,Carpet area: 481.73 (44.75 sq.m.),482.0,,,2.0,2.0,1 ,1.0,North,Relatively New,0,0,1,0,0,1,90
flat,sector 79,godrej,1.29,8206.0,1572.02,Super Built up area 1572(146.04 sq.m.),,,1572.0,2.0,2.0,3 ,4.0,,New Property,0,0,0,0,0,1,0
ind. house,sector 109,international city by sobha phase 2,5.65,10463.0,5400.0,Plot area 600(501.68 sq.m.),,5400.0,,4.0,4.0,3+ ,2.0,North-East,New Property,0,0,0,1,1,2,44
flat,sector 54,dlf the grove,5.7,41245.0,1381.99,Built Up area: 1382 (128.39 sq.m.),,1382.0,,3.0,3.0,3 ,1.0,East,undefined,0,0,0,0,0,1,46
flat,sector 81,bestech park view grand spa,3.3,12222.0,2700.05,Super Built up area 3470(322.37 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),2700.0,,3470.0,4.0,5.0,3+ ,4.0,North-East,Relatively New,1,0,0,0,1,2,174
flat,sector 37c,imperia elvedor,0.55,8221.0,669.02,Built Up area: 669 (62.15 sq.m.),,669.0,,1.0,1.0,0 ,5.0,,undefined,0,0,0,0,0,1,0
flat,sector 45,unitech greenwood city,2.4,12346.0,1943.95,Super Built up area 216(180.6 sq.m.),,,1944.0,3.0,3.0,2 ,1.0,North-West,New Property,0,0,0,0,1,2,19
flat,sector 90,shree vardhman flora,0.85,4404.0,1930.06,Super Built up area 1930(179.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1450.0,,1930.0,3.0,4.0,3 ,3.0,South-East,Relatively New,0,1,0,0,1,1,110
flat,sector 85,ss the leaf,1.78,7392.0,2408.01,Super Built up area 2408(223.71 sq.m.),,,2408.0,3.0,4.0,3+ ,6.0,West,New Property,0,1,0,0,0,1,113
ind. house,sector 56,huda sector-56 gurgaon,3.6,24845.0,1449.0,Plot area 161(134.62 sq.m.),,1449.0,,5.0,5.0,3+ ,3.0,North-East,Moderately old,0,0,0,1,0,1,47
flat,sector 107,m3m woodshire,1.3,10815.0,1202.03,Super Built up area 1943(180.51 sq.m.)Carpet area: 1202 sq.ft. (111.67 sq.m.),1202.0,,1943.0,3.0,3.0,3 ,7.0,,Relatively New,0,0,1,0,0,1,89
flat,sector 61,smart world orchard,2.2,13500.0,1629.63,Carpet area: 1600 (148.64 sq.m.),1600.0,,,3.0,3.0,2 ,1.0,North-East,Under construction,0,0,0,0,0,1,49
flat,sector 67,bestech park view spa next,2.85,12127.0,2350.13,Super Built up area 2350(218.32 sq.m.),,,2350.0,4.0,4.0,3+ ,5.0,South,Moderately old,0,0,1,0,1,2,149
flat,sector 79,mapsko mount ville,1.2,13837.0,867.24,Super Built up area 1510(140.28 sq.m.)Carpet area: 867.24 sq.ft. (80.57 sq.m.),867.0,,1510.0,3.0,3.0,3 ,18.0,North,Relatively New,1,0,1,0,0,2,160
flat,sector 79,mapsko mount ville,1.5,8264.0,1815.1,Super Built up area 1815(168.62 sq.m.)Carpet area: 1071.33 sq.ft. (99.53 sq.m.),1071.0,,1815.0,3.0,4.0,3+ ,11.0,South,Relatively New,0,0,0,0,1,2,144
flat,sector 35,signature global park,0.52,6386.0,822.11,Carpet area: 822 (76.37 sq.m.),822.0,,,2.0,2.0,2 ,2.0,North-East,Relatively New,0,0,1,0,0,1,168
flat,sector 85,ss the leaf,1.2,7317.0,1640.02,Super Built up area 1640(152.36 sq.m.),,,1640.0,2.0,2.0,3 ,12.0,South,Relatively New,0,0,0,0,0,2,157
flat,sector 106,paras dews,1.5,6369.0,2355.16,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),1403.0,1535.0,2355.0,4.0,6.0,3+ ,11.0,North-West,Relatively New,0,0,0,0,1,1,174
ind. house,sector 29,,2.55,13178.0,1935.0,Built Up area: 215 (179.77 sq.m.),,1935.0,,3.0,3.0,2 ,3.0,,Relatively New,0,0,0,0,0,2,60
flat,sector 92,sare homes,1.25,6200.0,2016.13,Built Up area: 2040 (189.52 sq.m.),,2040.0,,4.0,3.0,0 ,16.0,,Under construction,0,0,0,0,0,1,49
flat,sector 69,tulip violet,1.6,10139.0,1578.06,Super Built up area 1578(146.6 sq.m.),,,1578.0,3.0,3.0,2 ,1.0,South-West,Relatively New,0,0,1,0,0,1,49
ind. house,sector 12,,3.71,19818.0,1872.0,Plot area 208(173.91 sq.m.),,1872.0,,3.0,3.0,1 ,4.0,,Moderately old,0,0,1,0,0,1,0
flat,sector 89,smart world gems,1.0,9007.0,1110.25,Carpet area: 1110 (103.12 sq.m.),1110.0,,,2.0,2.0,3 ,3.0,,New Property,1,0,0,1,0,1,99
flat,sector 70a,bptp astaire gardens,0.98,6587.0,1480.19,Super Built up area 1480(137.5 sq.m.),,,1480.0,3.0,3.0,3+ ,1.0,West,Relatively New,0,0,0,1,0,1,149
ind. house,sector 29,,8.25,30556.0,2700.0,Plot area 300(250.84 sq.m.),,2700.0,,5.0,6.0,3+ ,3.0,West,Moderately old,1,1,1,0,1,2,64
ind. house,sector 109,international city by sobha phase 2,6.2,25514.0,2430.0,Plot area 270(225.75 sq.m.),,2430.0,,5.0,5.0,2 ,2.0,South-West,Relatively New,0,0,0,0,1,1,135
flat,sector 69,tulip violet,1.46,9252.0,1578.04,Super Built up area 1578(146.6 sq.m.),,,1578.0,3.0,3.0,2 ,1.0,North-East,Relatively New,0,0,1,0,0,2,174
ind. house,sector 8,manohar nagar,5.6,12444.0,4500.0,Plot area 500(418.06 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.),,4500.0,,34.0,34.0,3+ ,4.0,,New Property,0,0,0,0,0,2,0
flat,sector 7,"new colony, gurgaon",0.8,8100.0,987.65,Carpet area: 990 (91.97 sq.m.),990.0,,,3.0,2.0,1 ,4.0,North-East,Relatively New,0,0,0,0,0,2,69
ind. house,sector 7,huda flats,2.3,17037.0,1350.0,Plot area 150(125.42 sq.m.),,1350.0,,5.0,3.0,3+ ,3.0,North-East,old Property,1,0,1,0,1,1,27
flat,sector 83,vatika gurgaon,1.4,6628.0,2112.25,Super Built up area 1735(161.19 sq.m.),,,1735.0,3.0,3.0,2 ,7.0,,Relatively New,0,0,0,0,0,2,74
flat,sector 37c,millenia,0.4,6666.0,600.06,Carpet area: 600 (55.74 sq.m.),600.0,,,2.0,2.0,2 ,4.0,East,New Property,0,0,0,0,0,1,29
ind. house,sector 23,,2.9,11600.0,2500.0,Plot area 2500(232.26 sq.m.),,2500.0,,4.0,4.0,3 ,2.0,,Relatively New,0,0,0,0,1,2,43
flat,sector 102,emaar gurgaon greens,1.42,8606.0,1650.01,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022 sq.ft. (94.95 sq.m.),1022.0,,1650.0,3.0,3.0,3 ,4.0,North,Relatively New,0,0,0,1,0,1,49
flat,sector 99,pivotal riddhi siddhi,0.72,947.0,7602.96,Carpet area: 706,65.0,,,2.0,2.0,2 ,12.0,,Relatively New,0,1,0,0,0,1,31
flat,sector 65,emaar mgf emerald floors premier,2.9,14683.0,1975.07,Super Built up area 1975(183.48 sq.m.),,,1975.0,4.0,4.0,3+ ,4.0,North-East,Relatively New,1,0,0,0,1,2,152
flat,sector 56,the lions cghs,2.09,8708.0,2400.09,Super Built up area 2400(222.97 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),2200.0,2300.0,2400.0,4.0,4.0,3+ ,7.0,East,Relatively New,0,0,0,1,0,2,125
flat,sector 102,shapoorji pallonji joyville gurugram,1.41,10307.0,1368.0,Super Built up area 1368(127.09 sq.m.),,,1368.0,2.0,2.0,3 ,1.0,North-East,Relatively New,0,0,0,1,0,1,49
flat,sector 102,shapoorji pallonji joyville gurugram,1.95,17285.0,1128.15,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128.09 sq.ft. (104.8 sq.m.),1128.0,,1852.0,3.0,3.0,3 ,12.0,North-East,New Property,0,1,0,0,0,1,72
ind. house,sector 66,emaar mgf marbella,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),,3240.0,,4.0,4.0,3+ ,3.0,East,Relatively New,1,1,1,0,1,2,160
ind. house,sector 36,"om nagar, sector-11",0.6,8333.0,720.0,Plot area 720(66.89 sq.m.),,720.0,,4.0,2.0,1 ,0.0,East,old Property,0,0,0,1,0,1,7
flat,sector 88b,vatika xpressions,0.92,6815.0,1349.96,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),1120.0,1350.0,,2.0,2.0,3 ,3.0,,New Property,0,0,0,0,0,1,26
flat,sector 48,bestech park view city,2.65,10323.0,2567.08,Super Built up area 2567(238.48 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),1750.0,,2567.0,4.0,4.0,3+ ,11.0,North-East,Moderately old,1,0,0,0,1,2,174
ind. house,sector 105,,0.85,8910.0,954.0,Plot area 106(88.63 sq.m.),,954.0,,1.0,2.0,0,1.0,,Relatively New,0,0,0,0,0,1,0
ind. house,sector 26,,15.0,33333.0,4500.0,Built Up area: 4500 (418.06 sq.m.),,4500.0,,4.0,4.0,3 ,3.0,,Moderately old,0,1,0,0,1,2,36
flat,sector 33,godrej nature plus,1.75,8768.0,1995.89,Built Up area: 1996 (185.43 sq.m.),,1996.0,,3.0,3.0,0 ,2.0,,undefined,0,0,0,0,0,1,56
flat,sector 102,shapoorji pallonji joyville gurugram,2.15,12706.0,1692.11,Super Built up area 1692(157.19 sq.m.)Built Up area: 1690 sq.ft. (157.01 sq.m.)Carpet area: 1592 sq.ft. (147.9 sq.m.),1592.0,1690.0,1692.0,3.0,3.0,3 ,10.0,South-West,Relatively New,0,0,0,0,0,2,49
flat,sector 35,mvn athens,0.24,7056.0,340.14,Carpet area: 340.09 (31.6 sq.m.),340.0,,,1.0,1.0,1 ,12.0,West,Relatively New,0,0,0,0,0,1,66
ind. house,sector 52,raj villas,8.0,25543.0,3132.0,Carpet area: 348 (290.97 sq.m.),3132.0,,,6.0,5.0,3+ ,4.0,East,undefined,0,0,0,0,0,1,0
flat,sector 84,alpha corp gurgaonone,1.15,7496.0,1534.15,Super Built up area 1534(142.51 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1200.0,,1534.0,2.0,2.0,3 ,8.0,North-East,Relatively New,1,0,0,0,0,2,37
ind. house,sector 49,ss aaron ville,6.5,18808.0,3456.0,Plot area 384(321.07 sq.m.),,3456.0,,5.0,5.0,2 ,2.0,North-East,Relatively New,1,0,1,0,1,2,28
flat,sector 37a,ild greens,0.79,4476.0,1764.97,Built Up area: 1765 (163.97 sq.m.),,1765.0,,4.0,4.0,2 ,7.0,,undefined,0,0,0,0,0,1,51
flat,sector 85,godrej air,1.05,10603.0,990.29,Built Up area: 97 Carpet area: 92 sq.m.,22.0,75.0,,2.0,2.0,1 ,15.0,East,Under construction,0,0,0,0,0,1,45
flat,sector 35,hcbs sports ville,0.28,3768.0,743.1,Built Up area: 743 (69.03 sq.m.)Carpet area: 643 sq.ft. (59.74 sq.m.),643.0,743.0,,2.0,2.0,1 ,11.0,East,Relatively New,0,0,0,0,0,1,38
ind. house,sector 109,international city by sobha phase 1,6.0,24691.0,2430.0,Plot area 270(225.75 sq.m.),,2430.0,,4.0,5.0,3+ ,2.0,North,Relatively New,0,0,0,0,1,2,96
flat,sector 2,bestech park view residency,0.98,6261.0,1565.25,Super Built up area 1565(145.39 sq.m.),,,1565.0,2.0,2.0,3 ,14.0,South-West,Moderately old,1,0,0,0,0,1,92
ind. house,sector 12,jacobpura,0.52,14583.0,357.0,Plot area 360(33.45 sq.m.),,360.0,,4.0,4.0,2 ,3.0,East,Relatively New,0,0,0,0,0,1,0
flat,sector 56,kanchanjanga tower,1.45,7631.0,1900.14,Super Built up area 1900(176.52 sq.m.),,,1900.0,3.0,3.0,3+ ,2.0,North,Moderately old,0,0,0,0,0,2,126
flat,sector 33,central park flower valley,2.3,12777.0,1800.11,Carpet area: 1800 (167.23 sq.m.),1800.0,,,4.0,4.0,3+ ,5.0,North-East,New Property,0,0,1,0,1,1,42
flat,sector 68,supertech hues,0.82,6950.0,1179.86,Super Built up area 1180(109.63 sq.m.),,,1180.0,2.0,2.0,3+ ,21.0,,Under construction,0,0,0,1,0,1,72
flat,sector 63a,birla navya,3.7,15416.0,2400.1,Carpet area: 2400 (222.97 sq.m.),2400.0,,,3.0,3.0,3+ ,1.0,North,Under construction,0,0,0,0,0,1,72
flat,sector 37c,apex builders,0.42,5600.0,750.0,Carpet area: 750 (69.68 sq.m.),750.0,,,2.0,2.0,2 ,4.0,North,Relatively New,0,0,0,0,0,1,42
flat,sector 33,godrej nature plus,1.25,9025.0,1385.04,Built Up area: 1385 (128.67 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),1000.0,1385.0,,2.0,2.0,3 ,17.0,,undefined,0,0,0,0,0,1,56
